Type,Air temperature,Process temperature,Rotational speed,Torque,Tool wear
H,302.5,335.962963,1595,34.6,112
L,299.6,326.7037037,1643,32.9,145
L,300.7,332.2592593,1535,37.1,113
L,298.4,322.2592593,1364,45.9,63
M,296.7,320.4074074,1597,32.1,114
M,302.0,330.7777778,1381,58.4,201
M,302.3,335.5925926,1355,50.1,104
L,303.7,340.037037,1811,24.3,209
L,300.5,335.962963,1330,59.5,33
L,297.6,324.4814815,1539,40.2,72
L,300.4,335.2222222,1459,45.6,3
L,298.8,328.9259259,1487,41.4,152
M,302.8,337.0740741,1615,32.9,159
L,303.5,340.037037,1393,51.6,80
H,300.6,330.4074074,1510,42.8,124
L,300.5,327.0740741,1777,23.6,0
M,300.9,331.5185185,1452,47.3,25
H,297.5,326.3333333,1563,36.1,100
M,298.1,320.7777778,1525,35.9,132
H,300.0,330.4074074,1881,21.9,102
L,300.4,332.6296296,1802,26.0,197
L,300.1,326.7037037,1560,47.7,26
L,299.2,323.0,1434,46.8,2
M,300.5,328.1851852,1555,38.9,166
L,297.7,324.8518519,1838,27.3,99
H,298.4,321.8888889,1891,24.7,158
M,302.2,334.4814815,1562,38.0,162
L,299.6,326.7037037,1677,31.1,191
M,298.9,328.5555556,1404,41.4,20
L,300.7,329.2962963,1261,56.6,98
L,301.7,330.7777778,1377,43.1,183
L,302.5,332.2592593,1477,39.2,144
M,303.8,340.7777778,1710,26.5,190
M,301.3,328.9259259,2068,17.8,176
L,298.8,328.9259259,1403,45.6,185
M,302.4,336.7037037,1492,47.7,7
M,300.5,335.5925926,1331,55.3,167
L,299.4,324.1111111,1446,62.9,134
M,303.3,334.1111111,1395,59.1,4
L,301.0,332.2592593,1473,44.2,116
M,303.4,335.2222222,1690,34.9,189
L,297.6,323.3703704,1678,34.2,114
M,300.4,329.6666667,1613,36.9,231
H,297.5,324.4814815,1430,49.4,2
L,297.3,323.7407407,1486,42.6,105
L,301.3,331.8888889,1381,47.9,33
L,301.5,331.1481481,1394,46.5,206
L,301.7,332.6296296,1441,44.3,208
L,300.3,327.4444444,1624,32.6,175
L,297.2,321.8888889,1689,31.2,145
L,297.6,322.6296296,1816,28.8,106
M,299.3,323.3703704,1496,39.4,80
L,299.5,328.9259259,1388,52.4,94
L,300.8,337.8148148,1767,25.6,105
L,301.3,330.4074074,1504,47.2,193
M,297.6,324.8518519,1479,38.1,182
L,300.5,327.4444444,1465,41.6,217
L,300.7,329.2962963,1721,32.3,170
M,302.6,336.7037037,1611,39.9,210
L,302.5,329.6666667,1307,54.0,86
L,297.4,322.6296296,1366,45.5,11
L,301.7,331.5185185,1493,51.1,87
L,299.8,331.8888889,1376,48.6,159
L,300.7,331.8888889,2113,18.5,95
L,300.2,334.4814815,1685,31.0,193
L,299.0,324.1111111,1583,32.5,25
L,302.2,331.8888889,1827,23.8,9
L,299.8,330.037037,1524,34.2,196
L,298.2,323.0,1310,61.0,189
L,303.7,337.8148148,1512,39.2,184
M,297.4,322.6296296,1483,41.9,47
M,301.6,332.2592593,1510,40.9,152
L,300.5,335.5925926,1368,57.9,191
M,300.1,334.4814815,1343,46.2,28
L,303.1,333.7407407,1403,55.6,150
M,301.1,330.7777778,1547,35.8,81
M,301.1,331.5185185,2219,16.7,79
L,303.4,334.8518519,1497,42.8,58
L,297.6,323.7407407,1393,40.4,127
L,296.8,321.5185185,1536,40.4,217
L,299.4,325.962963,1427,41.5,29
L,303.8,338.1851852,1619,30.9,142
M,298.4,325.2222222,1544,38.8,97
L,298.0,320.4074074,1430,47.3,49
M,300.3,334.4814815,1540,41.5,151
M,303.2,334.4814815,1336,58.2,2
L,303.7,338.9259259,1359,56.8,194
L,303.6,338.1851852,1345,54.1,126
H,298.5,326.7037037,1573,36.0,97
L,298.0,324.4814815,1489,36.5,109
L,298.9,329.6666667,1654,31.1,158
M,303.4,339.6666667,1422,39.9,63
M,300.3,327.4444444,1398,53.7,82
L,298.8,323.7407407,1331,62.8,81
L,300.9,332.6296296,1499,38.0,111
L,301.0,337.0740741,1264,59.0,57
L,296.4,319.2962963,2833,5.6,213
M,296.3,318.5555556,1454,42.5,35
M,301.5,331.8888889,1452,44.1,157
M,300.3,328.1851852,1444,42.0,3
L,296.6,319.2962963,1521,38.6,173
L,298.6,323.0,1485,42.9,38
M,299.0,330.4074074,1625,37.1,131
L,303.7,340.4074074,1423,41.2,124
L,303.9,338.9259259,1800,24.3,158
L,299.4,325.5925926,1432,45.4,137
L,297.0,321.1481481,1455,49.0,204
M,302.6,332.6296296,1591,33.9,119
M,301.3,330.4074074,1635,32.5,110
L,298.0,325.962963,1527,32.4,99
M,298.8,324.1111111,1446,45.5,49
L,302.3,331.5185185,1499,37.8,137
L,300.1,333.7407407,2579,12.5,64
H,299.0,323.3703704,1623,33.5,154
L,303.5,339.2962963,1607,38.4,92
H,300.2,334.8518519,1662,28.8,162
L,303.9,339.6666667,1526,42.5,194
L,302.0,332.2592593,1495,38.6,52
L,302.7,336.3333333,1828,24.0,63
L,300.6,327.0740741,1437,40.0,55
H,301.6,331.1481481,1555,40.4,139
L,303.4,338.9259259,1363,45.5,26
L,300.1,330.7777778,1492,50.9,111
L,299.0,325.2222222,1469,40.1,13
L,296.5,320.037037,1415,44.2,106
H,297.4,326.3333333,1516,43.0,83
L,300.2,335.5925926,1798,23.2,210
M,299.8,333.0,1498,38.1,176
L,296.6,319.2962963,1465,47.8,187
L,298.2,325.2222222,1596,37.2,87
L,303.6,339.6666667,1873,23.5,7
M,299.8,331.1481481,1694,31.3,121
L,297.5,322.6296296,1596,36.8,77
M,298.1,325.5925926,1572,37.5,126
L,301.9,332.6296296,2691,12.1,31
M,296.2,318.9259259,1477,35.2,53
L,300.9,330.037037,1321,48.8,150
L,302.4,332.6296296,1573,36.5,193
L,298.0,324.8518519,1578,35.6,153
M,298.8,329.2962963,1501,48.7,192
M,297.6,324.4814815,1416,45.9,101
M,298.2,325.962963,1524,34.6,161
L,297.4,324.1111111,1510,36.2,92
L,301.0,332.2592593,1568,38.2,172
M,297.3,324.1111111,1451,43.8,24
L,302.8,336.7037037,1520,39.9,48
L,301.4,330.037037,1492,41.4,195
L,301.8,327.8148148,1598,30.4,124
L,304.2,341.5185185,1568,37.6,25
L,299.0,323.7407407,1434,45.9,108
M,301.8,331.1481481,1459,40.2,128
L,302.2,333.7407407,1570,36.1,0
L,300.5,328.5555556,1503,37.4,175
L,300.7,331.5185185,1450,43.4,80
M,298.3,323.3703704,1629,37.1,170
H,298.9,323.0,1632,31.8,17
L,300.8,331.5185185,1358,48.1,198
M,301.8,328.1851852,1546,39.8,121
L,300.2,325.962963,1667,29.9,75
L,303.4,337.4444444,1287,54.8,54
M,301.7,329.2962963,1743,27.3,210
H,300.6,328.9259259,1483,44.0,97
H,300.2,330.037037,1408,42.5,0
L,298.4,322.6296296,1473,39.9,184
M,299.1,330.037037,1838,24.0,235
L,299.0,328.5555556,1630,34.0,92
L,299.7,326.3333333,1779,25.5,129
L,297.3,322.6296296,1410,48.1,23
M,303.5,339.6666667,1618,30.4,130
H,303.8,338.1851852,1447,46.6,198
M,300.7,333.3703704,1769,26.5,63
L,298.1,321.5185185,1704,30.9,61
M,298.1,323.7407407,1415,46.3,27
M,300.9,331.8888889,1599,33.0,7
L,300.1,328.1851852,1430,56.7,44
M,302.6,335.2222222,1430,51.7,32
L,300.7,328.9259259,1395,48.0,85
M,300.3,335.2222222,1646,28.9,198
M,301.5,331.5185185,1416,53.2,69
L,302.9,337.8148148,1550,36.9,194
M,302.7,334.8518519,2709,9.7,2
L,302.6,330.037037,1479,40.4,105
L,300.2,328.5555556,1566,36.4,170
L,302.4,335.5925926,1543,31.1,96
L,298.3,320.4074074,1576,33.8,171
L,297.1,322.6296296,1496,45.8,190
L,298.2,325.2222222,2449,13.8,45
L,300.5,330.7777778,1373,47.4,56
M,300.3,327.0740741,1405,49.4,77
L,302.4,332.6296296,1423,46.2,186
L,298.1,320.037037,1950,20.3,202
L,301.0,332.2592593,1428,45.3,47
L,299.1,330.7777778,1485,37.8,46
M,303.6,335.5925926,1421,44.8,101
L,296.2,318.5555556,1515,36.5,38
L,301.3,332.6296296,1542,33.6,80
L,297.7,320.037037,1921,22.9,68
L,299.7,333.0,1439,44.9,174
L,299.0,330.037037,1428,46.3,175
M,301.4,332.6296296,1234,55.8,152
M,304.2,343.0,1481,44.9,136
L,301.0,337.4444444,1550,34.9,111
L,296.8,321.1481481,1271,61.4,125
L,302.3,332.2592593,2034,19.7,190
H,298.8,325.2222222,1497,43.8,147
L,297.9,328.1851852,2000,21.3,29
L,298.9,323.3703704,1429,55.1,140
L,302.5,330.037037,1523,36.0,72
M,299.2,323.0,1396,48.5,5
L,304.2,341.5185185,1735,28.9,192
L,302.9,336.7037037,1334,54.7,88
M,297.3,321.5185185,1403,45.0,77
M,297.8,325.5925926,1432,42.6,17
L,302.2,334.8518519,1872,20.4,202
L,303.8,340.7777778,1531,39.4,159
L,301.4,330.4074074,1559,36.0,196
M,298.0,324.1111111,1430,51.9,47
M,300.4,326.3333333,1411,41.6,160
M,302.1,331.8888889,1504,37.5,42
L,298.7,328.1851852,1402,54.3,128
M,298.4,327.8148148,1870,22.5,170
L,300.5,327.0740741,1255,62.1,138
L,297.9,325.2222222,1583,36.7,104
M,299.1,331.8888889,1517,38.4,185
L,298.9,324.1111111,1389,44.9,69
M,298.1,320.4074074,1633,30.7,145
L,296.6,320.037037,1459,40.2,96
L,300.5,334.4814815,1316,49.7,55
M,303.4,337.0740741,1615,35.7,56
L,298.2,320.7777778,1804,25.1,108
L,298.0,320.037037,1654,28.9,123
H,303.8,340.7777778,1506,46.9,154
M,304.0,341.1481481,1415,52.8,82
L,299.0,330.037037,1437,47.8,99
H,300.4,335.962963,1438,46.7,41
M,301.7,332.6296296,1537,33.5,146
L,299.3,330.7777778,1505,38.8,30
M,301.2,329.2962963,1295,56.6,39
L,302.5,337.0740741,1738,25.3,14
L,299.4,324.1111111,1381,56.7,102
L,297.9,325.5925926,1619,34.7,33
L,299.0,328.9259259,1582,31.9,51
M,302.0,332.2592593,1558,45.3,193
M,301.9,331.1481481,1412,46.5,89
M,297.1,323.3703704,1515,42.1,81
L,295.8,315.2222222,1337,54.6,87
M,299.8,326.7037037,1401,48.1,143
L,301.5,330.7777778,1528,35.7,198
H,300.7,335.962963,1329,59.2,121
L,302.2,331.1481481,1346,47.5,109
M,297.0,321.1481481,1569,33.3,141
M,301.2,328.9259259,1445,45.6,18
H,300.7,337.4444444,1446,45.4,86
L,300.2,334.8518519,1356,53.5,132
L,300.6,332.6296296,1543,34.7,89
L,300.7,329.2962963,1376,50.8,75
L,301.4,330.4074074,1689,30.6,110
L,298.4,325.962963,1583,35.4,112
L,300.0,330.4074074,1333,49.1,131
M,302.3,332.2592593,1762,24.5,73
M,300.3,329.6666667,1429,44.7,203
L,297.5,326.3333333,1404,43.5,195
H,300.0,330.7777778,1558,36.7,137
H,298.4,320.4074074,1626,31.1,166
M,298.3,325.5925926,1296,58.7,201
M,300.9,330.7777778,1702,29.3,32
L,297.3,322.6296296,1550,37.0,54
H,303.4,335.962963,1402,50.0,54
L,303.6,340.4074074,1395,44.1,120
L,302.1,332.6296296,1351,49.5,196
H,300.0,327.0740741,1735,28.9,82
L,297.2,323.7407407,1562,33.0,84
M,300.7,335.2222222,2097,18.9,232
M,298.5,326.3333333,1488,43.7,189
L,302.1,331.1481481,1439,40.0,7
L,299.8,329.2962963,1553,42.0,177
L,300.7,326.3333333,1425,45.3,100
L,297.9,320.037037,1298,52.7,132
M,298.8,323.0,1604,29.5,14
L,300.2,327.0740741,1495,32.6,49
L,299.5,325.5925926,1863,22.5,79
M,300.5,326.7037037,2179,16.3,59
H,298.0,319.2962963,1606,35.2,195
L,298.0,322.2592593,1514,37.9,9
L,302.9,337.8148148,1923,23.9,244
L,298.7,323.0,1750,25.8,72
L,296.9,321.1481481,1435,41.6,139
L,299.4,325.962963,1564,39.0,26
L,300.3,335.2222222,1317,56.5,7
H,298.9,323.0,1449,42.4,149
L,298.0,323.7407407,1532,42.6,54
H,296.2,317.8148148,1542,40.6,28
M,299.4,325.5925926,1352,44.7,172
L,298.8,328.1851852,1563,33.7,143
L,298.3,324.8518519,1379,54.7,91
L,301.7,329.2962963,1424,50.2,54
L,298.7,329.2962963,1676,33.5,70
M,302.5,330.7777778,1527,38.8,136
L,299.6,329.2962963,1384,49.8,11
L,300.3,335.5925926,1451,41.0,55
L,300.3,326.3333333,1612,36.0,158
L,301.0,327.0740741,1430,48.5,122
L,300.9,330.7777778,1616,33.5,25
L,300.6,332.2592593,1433,42.6,101
H,301.3,329.2962963,1469,39.7,179
L,297.7,319.2962963,1643,36.5,55
L,297.1,323.0,1468,44.4,197
L,300.0,334.1111111,1604,38.7,185
M,298.9,323.7407407,1574,33.5,128
M,299.7,324.8518519,1478,41.0,87
L,300.7,330.7777778,1445,41.1,201
L,298.9,329.6666667,1623,37.2,177
L,298.1,321.8888889,1410,45.8,71
L,300.1,326.3333333,1654,31.0,201
L,301.8,328.9259259,1393,44.9,208
M,301.5,331.5185185,1510,36.0,64
M,297.6,324.1111111,1408,54.8,147
L,299.8,326.7037037,1436,51.6,158
H,300.3,328.5555556,1405,52.1,205
M,297.3,324.8518519,1799,24.5,137
L,301.3,331.1481481,1481,40.9,57
H,298.7,327.4444444,1755,26.9,73
H,299.9,334.1111111,1497,37.0,162
L,300.5,330.037037,1336,57.1,29
L,302.0,331.8888889,1767,27.4,11
L,299.4,331.5185185,1551,41.2,3
L,301.8,329.6666667,1457,40.4,213
L,297.3,323.3703704,1764,30.8,148
M,298.9,327.4444444,1434,43.8,180
L,301.2,328.5555556,1643,32.9,171
M,295.8,315.2222222,1444,45.5,76
L,296.9,320.4074074,1424,43.3,120
L,298.2,325.2222222,1413,55.0,145
M,302.0,330.4074074,1828,26.3,82
M,300.5,328.9259259,1406,50.2,119
L,300.4,327.4444444,1432,44.7,192
L,299.9,327.0740741,1779,26.1,169
M,297.2,321.1481481,1541,35.7,169
L,297.1,322.2592593,1427,45.2,136
M,298.2,321.1481481,1403,45.1,193
L,302.9,337.0740741,1510,41.4,94
M,302.9,337.8148148,1659,33.1,152
M,297.9,318.9259259,1420,47.8,171
H,302.3,329.2962963,1688,30.4,115
L,300.0,334.1111111,1508,38.2,18
H,301.6,330.7777778,1602,32.3,2
L,298.0,322.2592593,1611,30.6,195
L,298.9,327.8148148,1449,48.8,147
L,297.4,324.4814815,1462,49.7,132
L,300.5,334.1111111,1442,47.0,53
L,302.7,333.3703704,1545,35.1,128
L,300.0,327.8148148,1586,37.8,103
L,297.2,321.1481481,1441,40.0,195
L,302.8,337.0740741,1458,51.0,42
L,302.5,330.037037,1592,32.6,174
L,298.9,328.9259259,1482,41.1,82
L,302.4,329.6666667,2224,16.0,154
L,304.1,341.1481481,1438,45.5,188
L,300.7,337.4444444,1577,33.2,100
L,301.9,330.7777778,1477,42.4,128
L,302.5,334.4814815,1521,44.1,37
L,302.4,333.0,1652,33.9,139
L,298.6,327.8148148,1294,59.4,104
H,301.5,331.8888889,1591,29.6,33
M,299.1,327.0740741,1339,48.2,86
L,295.8,316.3333333,1621,31.6,95
M,304.0,338.9259259,1456,51.2,160
H,302.7,330.7777778,1568,36.9,28
M,304.1,342.2592593,1441,43.7,131
L,298.1,328.5555556,1642,30.4,58
M,298.0,324.1111111,1479,58.5,176
L,302.4,335.5925926,1493,38.4,132
H,303.6,335.962963,1544,37.1,88
M,301.9,332.6296296,1638,35.4,116
L,298.4,327.4444444,1477,35.6,101
L,298.3,325.5925926,1437,38.0,93
L,297.5,325.5925926,1611,30.2,211
H,298.0,320.7777778,1588,35.4,114
M,298.8,328.1851852,1377,49.6,27
L,298.7,323.3703704,1480,42.2,58
H,298.7,327.8148148,1565,39.3,94
L,298.8,322.6296296,1634,27.9,12
M,302.7,331.8888889,1555,36.1,35
M,297.3,323.3703704,1520,42.4,171
L,298.8,324.8518519,1398,51.5,0
M,300.8,333.3703704,1365,51.7,111
L,302.0,332.2592593,1446,44.0,64
M,301.1,331.1481481,1479,41.1,72
M,300.7,331.8888889,1465,45.2,92
L,304.1,341.1481481,1732,28.5,132
H,297.7,323.0,1288,49.5,91
H,299.2,331.1481481,1704,30.6,160
H,302.1,332.6296296,1729,26.1,210
L,299.6,325.962963,1602,37.3,31
L,299.3,323.3703704,1510,45.4,72
L,300.9,333.7407407,1613,32.7,170
M,299.5,325.5925926,1422,45.3,103
L,297.4,325.962963,1420,45.6,193
M,297.7,324.8518519,1531,48.3,84
M,297.8,326.7037037,1495,36.5,132
L,300.8,335.2222222,1681,31.3,221
M,300.0,330.4074074,1385,52.1,128
M,297.1,323.7407407,1717,31.3,61
L,296.2,317.4444444,1526,34.9,140
L,302.2,334.1111111,1390,48.1,40
L,297.4,321.5185185,1383,46.2,188
H,302.4,335.962963,1366,47.3,162
L,297.3,322.6296296,1309,61.5,56
M,301.7,331.1481481,1380,45.8,70
L,303.2,334.1111111,1514,41.2,230
L,299.5,325.5925926,1357,47.3,106
L,300.7,331.5185185,1507,46.1,209
M,299.2,330.4074074,1395,55.4,76
L,300.2,325.962963,1431,51.3,57
M,298.7,323.7407407,1722,24.7,64
L,299.3,323.7407407,1482,37.6,132
L,298.7,328.5555556,1465,39.7,72
H,297.4,322.2592593,1585,46.2,37
L,302.8,337.0740741,1481,40.2,230
L,301.0,327.4444444,1724,28.1,133
M,303.4,335.5925926,2133,18.3,207
L,299.4,324.4814815,1390,57.0,92
L,299.0,330.037037,1475,42.4,93
L,301.6,330.7777778,1593,34.5,102
L,301.6,331.5185185,1380,51.8,216
L,300.2,334.1111111,1568,41.0,32
L,297.4,322.6296296,1483,38.8,23
L,298.5,327.0740741,1569,41.0,153
M,302.0,330.4074074,1212,55.6,79
L,301.6,332.6296296,1485,40.1,142
L,297.5,324.8518519,1390,44.6,140
L,299.3,324.4814815,1341,47.7,199
M,303.1,337.4444444,1623,31.6,101
L,299.1,329.6666667,1352,52.8,41
H,296.7,321.1481481,1579,33.4,50
L,299.2,331.1481481,1498,41.1,88
M,296.3,319.2962963,1958,19.1,67
L,303.7,340.037037,1456,45.5,51
M,297.4,322.6296296,1535,34.6,51
L,300.0,325.5925926,1431,45.4,90
L,301.9,331.5185185,1405,48.8,78
M,300.6,328.9259259,1542,33.9,100
M,302.3,334.1111111,1909,23.2,25
M,298.0,324.1111111,1436,48.2,201
M,298.8,326.3333333,1618,35.1,173
L,297.8,320.4074074,1505,39.7,25
L,300.7,330.4074074,1416,61.8,209
M,296.6,320.4074074,1474,52.6,101
M,300.4,327.8148148,1367,51.2,143
L,299.5,323.7407407,1672,30.5,177
L,301.6,331.8888889,1961,21.8,148
L,299.2,323.3703704,1544,41.6,146
L,300.7,333.3703704,1452,44.4,33
L,299.3,323.7407407,1371,50.5,136
L,297.2,323.7407407,1500,37.1,161
M,302.3,333.3703704,1454,43.8,112
M,299.5,325.2222222,1602,31.3,210
L,299.1,327.0740741,1512,39.0,75
L,298.9,328.5555556,1592,32.0,60
L,299.6,332.2592593,1533,31.8,91
L,298.8,329.2962963,1653,30.3,119
L,297.8,319.6666667,1581,33.1,116
L,297.7,318.5555556,1668,37.8,5
M,298.9,325.962963,1412,44.1,140
L,299.7,325.5925926,1473,39.4,125
L,299.1,331.1481481,1326,49.7,78
M,302.3,335.5925926,1443,43.4,175
M,300.1,327.4444444,1625,38.0,46
L,298.2,320.037037,1368,51.8,5
H,301.4,330.7777778,1421,43.8,182
M,297.2,323.3703704,1487,46.9,173
L,299.2,331.1481481,1534,39.7,83
L,301.4,331.5185185,1590,36.3,43
M,302.3,333.7407407,1339,50.8,123
M,298.8,323.7407407,1571,33.7,61
L,299.1,331.1481481,1380,44.7,170
M,300.9,330.4074074,1576,40.4,92
M,297.0,321.1481481,1422,53.0,115
L,302.4,331.5185185,1362,54.8,155
M,300.2,328.1851852,1394,47.4,21
L,304.1,340.7777778,1366,46.6,35
M,300.7,330.7777778,1594,31.0,196
L,303.8,338.5555556,1565,36.0,179
L,298.1,324.4814815,1432,43.4,68
L,302.0,332.2592593,1564,39.0,15
L,300.9,331.5185185,1740,25.3,164
M,301.5,330.7777778,1612,29.8,148
M,301.9,332.2592593,1419,47.7,20
L,298.4,324.8518519,1501,50.0,203
L,301.8,332.6296296,1322,53.0,166
L,296.8,321.5185185,1371,54.5,86
L,297.4,322.6296296,1472,45.5,2
L,302.4,333.3703704,1448,50.5,53
L,298.6,328.5555556,1356,59.5,34
M,300.2,330.037037,1593,36.1,36
M,300.8,331.8888889,1461,41.3,53
L,299.2,323.0,1711,28.9,197
L,302.2,331.5185185,1567,36.4,100
L,301.4,331.1481481,2137,18.0,99
H,300.7,329.6666667,1479,52.3,9
L,300.5,331.8888889,1509,33.0,153
L,299.4,324.1111111,1512,37.2,126
L,301.6,332.2592593,1538,40.4,13
L,302.4,335.5925926,1476,46.6,110
H,302.2,331.8888889,1397,47.6,11
M,300.4,327.8148148,1547,38.0,181
H,298.4,324.8518519,1577,37.1,0
H,299.2,325.5925926,1410,47.1,9
L,300.8,330.037037,1383,46.6,19
H,300.4,327.4444444,1571,33.6,126
L,297.6,322.6296296,1523,39.5,137
L,298.8,327.8148148,1374,58.6,123
L,300.9,327.4444444,1384,42.4,131
H,302.3,329.6666667,1506,33.8,43
L,301.9,331.1481481,1573,36.6,15
H,300.2,334.4814815,1426,44.3,73
L,298.4,321.5185185,1571,37.4,50
M,297.5,324.4814815,1471,52.3,152
L,299.7,325.962963,1401,54.1,118
L,298.2,324.1111111,1605,29.4,47
L,301.8,331.5185185,1680,32.4,76
L,299.6,325.5925926,1407,50.6,85
L,299.1,331.1481481,1818,24.1,173
M,303.4,338.9259259,1594,32.8,79
L,303.4,337.4444444,1663,33.9,78
L,303.5,335.5925926,1927,21.9,195
L,303.0,337.4444444,1480,41.4,125
L,300.7,327.4444444,1733,24.8,85
L,297.7,325.5925926,1435,38.8,165
M,301.2,329.2962963,1666,34.9,37
M,299.3,323.3703704,1422,45.4,37
L,298.1,326.3333333,1443,45.3,70
L,300.9,331.5185185,1392,44.2,97
L,298.8,323.3703704,1527,36.2,3
M,302.3,332.6296296,1521,34.8,72
L,300.7,328.5555556,1775,26.6,149
M,301.8,332.2592593,1299,60.4,48
L,301.0,334.1111111,1481,37.5,193
M,297.5,323.7407407,1347,57.0,132
M,298.8,329.6666667,1527,31.2,102
M,298.4,325.5925926,1525,39.3,86
H,302.7,336.7037037,1478,36.0,191
M,300.8,331.5185185,1483,40.8,28
L,300.5,327.8148148,1384,48.6,141
M,301.9,332.2592593,1441,43.7,0
L,301.5,332.2592593,1469,44.7,164
L,298.9,323.7407407,2069,18.7,27
L,301.0,337.0740741,1372,47.0,59
L,297.6,323.0,1626,32.4,130
L,300.3,327.4444444,1326,52.4,57
M,300.3,334.1111111,1371,50.2,109
M,298.1,320.7777778,1636,36.7,51
M,300.7,327.0740741,1445,46.4,24
L,297.5,323.7407407,1546,33.8,139
L,301.4,333.0,1469,36.9,133
L,300.5,334.1111111,1611,32.7,44
L,301.0,328.9259259,1480,43.5,21
M,300.3,328.9259259,1537,37.5,6
L,301.5,330.4074074,1629,34.1,151
M,303.6,335.5925926,1432,42.5,150
M,303.6,337.8148148,1504,49.5,109
L,299.5,325.962963,1690,29.2,108
L,302.8,333.0,1721,30.0,87
L,301.2,332.6296296,1670,33.0,200
L,299.1,329.2962963,1894,20.1,106
L,298.5,322.6296296,1334,49.8,186
M,301.8,333.0,1395,44.6,171
L,302.7,332.2592593,1395,48.3,80
L,301.9,331.8888889,1567,39.3,9
L,301.6,331.1481481,1478,36.6,218
M,303.9,340.7777778,1624,39.8,107
L,298.5,325.962963,1983,20.2,114
L,301.5,330.7777778,1372,44.0,203
L,300.1,327.8148148,1351,58.2,155
M,302.5,330.7777778,1507,40.2,201
M,300.8,327.8148148,1258,54.9,168
L,299.6,325.2222222,1525,42.8,160
L,297.1,320.7777778,1428,43.7,179
L,296.8,319.2962963,1549,48.3,105
L,298.9,331.1481481,1363,52.6,190
L,296.9,323.0,1390,41.8,184
M,300.5,328.5555556,1343,63.7,124
H,300.8,333.0,1698,24.8,156
L,303.8,339.6666667,1367,49.9,192
L,298.4,322.2592593,1528,36.2,196
M,298.9,329.2962963,1549,40.2,65
H,301.6,332.2592593,1419,50.2,51
L,298.8,327.8148148,1424,49.6,129
L,298.9,329.6666667,1491,45.1,101
L,301.4,330.7777778,1647,33.3,85
L,300.1,331.1481481,1374,45.4,119
M,303.6,339.2962963,1825,25.2,29
L,301.5,332.2592593,1400,50.8,2
L,295.8,315.962963,1358,49.2,63
M,302.9,337.0740741,1292,54.4,136
M,301.9,327.4444444,1551,34.6,211
H,300.9,331.8888889,1477,38.4,31
H,300.6,331.5185185,1501,45.3,175
H,302.2,334.8518519,1594,36.8,82
M,298.9,329.2962963,1655,31.5,172
M,297.4,322.6296296,1405,51.7,108
L,300.8,332.2592593,1311,55.8,118
L,299.2,323.0,1841,22.8,40
H,297.5,323.7407407,1481,38.8,14
L,301.2,334.8518519,1461,52.9,208
H,301.0,329.2962963,1756,30.7,2
M,301.2,331.5185185,1543,32.9,40
L,298.2,324.8518519,1683,31.7,74
M,300.7,334.4814815,1569,36.4,20
M,300.4,327.8148148,1539,37.7,156
L,301.9,332.6296296,1455,46.0,29
L,299.4,325.5925926,1304,50.5,153
L,303.6,339.2962963,1701,30.8,12
L,303.2,334.1111111,1351,53.8,8
L,299.0,324.1111111,1507,37.5,134
L,297.5,323.7407407,1514,36.9,134
L,299.4,323.7407407,1746,26.8,107
M,297.8,319.2962963,1902,24.3,129
L,298.9,322.6296296,1432,48.9,38
H,298.8,329.2962963,1483,45.4,192
M,299.7,332.6296296,1448,49.8,80
L,299.5,331.8888889,1447,41.0,93
L,298.7,329.6666667,1363,45.5,28
L,296.7,320.037037,1516,37.4,146
M,300.5,327.8148148,1347,54.3,136
L,301.1,332.6296296,1677,29.1,188
L,301.7,332.2592593,1405,46.4,207
L,302.0,332.6296296,1550,35.2,184
H,296.3,318.1851852,1774,25.9,154
L,299.0,330.4074074,1606,31.1,134
L,298.0,325.962963,1378,49.7,94
L,303.5,340.037037,1322,59.5,71
H,298.6,326.7037037,1439,47.1,149
L,296.9,319.6666667,2721,9.3,18
M,299.0,325.2222222,1419,45.2,27
L,303.8,339.2962963,1428,53.3,152
L,302.2,334.1111111,1510,44.9,33
L,304.0,340.7777778,1481,42.6,213
L,300.8,338.1851852,1423,47.3,123
L,297.8,319.2962963,1355,45.8,60
M,300.5,335.962963,1676,35.2,97
L,298.6,327.0740741,1547,44.8,36
L,303.7,337.8148148,1525,43.9,188
L,301.8,327.0740741,1525,39.6,227
L,299.1,330.037037,1727,28.7,43
L,298.9,331.1481481,1406,43.8,12
L,296.8,322.2592593,1643,34.7,191
L,299.2,323.3703704,1442,46.5,11
L,300.0,334.1111111,1374,41.9,96
M,297.6,323.3703704,1431,52.6,26
M,296.7,320.7777778,1375,51.4,108
L,298.7,328.1851852,1469,38.4,62
L,304.4,342.6296296,1509,35.0,205
M,298.5,327.0740741,1366,61.9,130
M,299.0,330.037037,1494,46.6,144
M,300.2,325.2222222,1642,31.2,37
H,303.8,340.7777778,1379,50.2,178
M,302.5,330.037037,1447,39.2,172
L,301.0,334.8518519,1470,43.4,133
L,295.6,314.1111111,1363,50.0,14
M,299.0,329.2962963,1487,47.5,123
L,302.5,335.962963,1354,49.4,117
L,298.4,326.7037037,1392,50.1,117
M,298.0,324.1111111,2101,17.4,198
L,300.0,325.5925926,1631,28.3,110
L,300.1,334.1111111,1467,35.7,45
L,298.2,324.1111111,1436,49.1,26
L,299.8,327.8148148,1483,39.6,87
L,301.1,337.4444444,1534,39.0,129
